state,account_length,area_code,phone_number,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,class
2.0,87.0,408,3284.0,0,0,0.0,185.8,119.0,31.59,192.3,83.0,16.35,200.0,96.0,9.0,6.6,4.0,1.78,1,0
20.0,102.0,415,3103.0,0,0,0.0,129.5,56.0,22.02,354.2,118.0,30.11,145.5,93.0,6.55,10.9,3.0,2.94,1,0
26.0,49.0,408,1396.0,0,0,0.0,236.6,91.0,40.22,220.9,146.0,18.78,146.8,114.0,6.61,8.9,2.0,2.4,1,0
46.0,67.0,408,4383.0,0,0,0.0,260.4,107.0,44.27,208.2,104.0,17.7,207.9,115.0,9.36,10.0,2.0,2.7,6,0
5.0,107.0,415,4033.0,0,0,0.0,167.3,100.0,28.44,163.9,79.0,13.93,185.9,100.0,8.37,6.7,5.0,1.81,2,0
27.0,190.0,408,4314.0,0,0,0.0,182.2,101.0,30.97,212.3,95.0,18.05,233.0,123.0,10.49,9.3,4.0,2.51,2,0
47.0,118.0,510,4976.0,0,0,0.0,113.0,80.0,19.21,150.1,87.0,12.76,204.3,115.0,9.19,10.8,4.0,2.92,2,0
42.0,120.0,415,4481.0,0,0,0.0,185.7,133.0,31.57,235.1,149.0,19.98,256.4,78.0,11.54,16.9,6.0,4.56,0,0
2.0,94.0,408,283.0,0,0,0.0,136.2,114.0,23.15,165.1,118.0,14.03,137.9,71.0,6.21,9.6,5.0,2.59,0,0
7.0,115.0,510,4168.0,0,1,29.0,222.6,81.0,37.84,190.3,109.0,16.18,201.2,87.0,9.05,11.5,2.0,3.11,1,0
23.0,61.0,415,4344.0,0,0,0.0,197.3,67.0,33.54,264.5,106.0,22.48,210.5,116.0,9.47,9.0,6.0,2.43,1,0
12.0,143.0,510,1430.0,0,1,33.0,141.4,130.0,24.04,186.4,114.0,15.84,210.0,111.0,9.45,7.7,6.0,2.08,1,0
16.0,110.0,510,1406.0,0,0,0.0,208.0,69.0,35.36,95.1,94.0,8.08,178.5,129.0,8.03,8.0,11.0,2.16,1,0
28.0,104.0,415,3246.0,0,0,0.0,118.5,92.0,20.15,177.8,109.0,15.11,255.7,98.0,11.51,12.1,4.0,3.27,1,0
26.0,16.0,510,560.0,0,0,0.0,153.2,65.0,26.04,229.7,90.0,19.52,148.2,94.0,6.67,10.7,8.0,2.89,1,0
14.0,183.0,510,3738.0,0,0,0.0,108.3,87.0,18.41,183.6,116.0,15.61,176.6,109.0,7.95,13.5,2.0,3.65,0,0
7.0,147.0,408,1455.0,0,0,0.0,168.6,92.0,28.66,187.7,107.0,15.95,216.5,95.0,9.74,14.4,8.0,3.89,2,0
17.0,58.0,415,4311.0,0,0,0.0,247.2,116.0,42.02,303.7,103.0,25.81,105.4,94.0,4.74,9.3,2.0,2.51,2,1
25.0,102.0,510,125.0,1,0,0.0,224.2,81.0,38.11,243.3,90.0,20.68,147.8,66.0,6.65,12.0,8.0,3.24,3,0
42.0,123.0,415,549.0,0,0,0.0,166.9,98.0,28.37,221.8,77.0,18.85,243.9,114.0,10.98,12.8,4.0,3.46,3,0
12.0,64.0,415,2427.0,0,1,43.0,118.4,100.0,20.13,144.1,108.0,12.25,158.1,91.0,7.11,8.5,6.0,2.3,1,0
0.0,103.0,510,1713.0,0,0,0.0,190.9,62.0,32.45,226.6,53.0,19.26,230.1,96.0,10.35,7.8,3.0,2.11,2,0
23.0,152.0,415,2670.0,0,0,0.0,317.8,60.0,54.03,152.9,100.0,13.0,123.4,63.0,5.55,10.4,7.0,2.81,1,1
49.0,124.0,415,875.0,0,0,0.0,312.0,112.0,53.04,180.0,109.0,15.3,168.6,94.0,7.59,12.8,4.0,3.46,1,1
37.0,97.0,415,4733.0,0,0,0.0,146.0,121.0,24.82,203.0,141.0,17.26,151.8,120.0,6.83,13.3,2.0,3.59,1,0
25.0,131.0,415,328.0,0,0,0.0,131.6,95.0,22.37,179.3,109.0,15.24,251.2,129.0,11.3,15.5,3.0,4.19,1,1
21.0,57.0,415,2217.0,0,1,33.0,193.4,105.0,32.88,231.6,79.0,19.69,226.2,90.0,10.18,11.1,11.0,3.0,2,0
23.0,157.0,510,2345.0,0,0,0.0,185.1,92.0,31.47,213.0,85.0,18.11,196.1,85.0,8.82,8.5,5.0,2.3,2,0
10.0,194.0,510,308.0,0,0,0.0,193.3,106.0,32.86,169.0,150.0,14.37,225.2,122.0,10.13,11.8,4.0,3.19,0,0
7.0,66.0,415,4352.0,0,0,0.0,146.4,107.0,24.89,196.5,99.0,16.7,230.1,106.0,10.35,7.8,2.0,2.11,1,0
10.0,155.0,510,2512.0,0,0,0.0,71.2,90.0,12.1,304.4,119.0,25.87,183.3,103.0,8.25,8.6,4.0,2.32,0,0
34.0,123.0,415,101.0,0,0,0.0,123.2,104.0,20.94,190.0,117.0,16.15,170.3,95.0,7.66,12.9,5.0,3.48,4,1
36.0,116.0,510,3426.0,0,0,0.0,205.0,90.0,34.85,140.9,114.0,11.98,272.6,96.0,12.27,7.5,4.0,2.03,2,0
36.0,63.0,415,3188.0,0,0,0.0,128.7,78.0,21.88,240.8,133.0,20.47,237.7,121.0,10.7,12.8,6.0,3.46,1,0
10.0,64.0,510,4508.0,0,0,0.0,216.9,78.0,36.87,211.0,115.0,17.94,179.8,116.0,8.09,11.4,5.0,3.08,3,0
31.0,96.0,510,2146.0,0,0,0.0,150.0,122.0,25.5,218.5,116.0,18.57,212.4,89.0,9.56,9.8,1.0,2.65,3,0
23.0,53.0,415,3894.0,0,0,0.0,164.1,106.0,27.9,206.0,56.0,17.51,194.7,124.0,8.76,11.4,2.0,3.08,1,0
21.0,105.0,510,1312.0,0,0,0.0,212.0,113.0,36.04,226.6,128.0,19.26,193.6,114.0,8.71,8.9,7.0,2.4,3,0
22.0,53.0,510,4739.0,0,1,37.0,167.3,99.0,28.44,194.7,99.0,16.55,236.7,112.0,10.65,12.0,9.0,3.24,2,0
26.0,101.0,415,1375.0,0,0,0.0,154.4,130.0,26.25,217.2,101.0,18.46,185.4,52.0,8.34,13.9,4.0,3.75,1,0
29.0,129.0,510,4348.0,0,1,30.0,177.3,95.0,30.14,211.8,102.0,18.0,240.2,108.0,10.81,9.3,7.0,2.51,3,0
28.0,122.0,408,3535.0,0,0,0.0,231.2,141.0,39.3,267.8,136.0,22.76,240.3,100.0,10.81,8.8,5.0,2.38,1,1
45.0,163.0,415,2660.0,0,0,0.0,202.9,100.0,34.49,178.6,46.0,15.18,203.8,116.0,9.17,12.8,3.0,3.46,5,0
46.0,93.0,408,4757.0,0,0,0.0,149.6,120.0,25.43,200.7,85.0,17.06,181.2,107.0,8.15,14.3,9.0,3.86,0,0
35.0,115.0,510,1068.0,1,0,0.0,345.3,81.0,58.7,203.4,106.0,17.29,217.5,107.0,9.79,11.8,8.0,3.19,1,1
1.0,25.0,408,529.0,0,0,0.0,264.9,80.0,45.03,281.2,66.0,23.9,166.1,80.0,7.47,8.4,4.0,2.27,1,1
7.0,73.0,408,1487.0,0,0,0.0,122.0,92.0,20.74,138.3,114.0,11.76,224.2,128.0,10.09,5.8,5.0,1.57,1,0
28.0,120.0,415,2194.0,0,0,0.0,177.2,88.0,30.12,270.4,99.0,22.98,231.5,90.0,10.42,14.0,2.0,3.78,2,0
42.0,196.0,415,698.0,0,0,0.0,133.1,80.0,22.63,206.5,120.0,17.55,221.6,96.0,9.97,10.3,8.0,2.78,1,0
8.0,97.0,510,1442.0,0,0,0.0,225.1,90.0,38.27,279.5,127.0,23.76,233.8,103.0,10.52,8.8,4.0,2.38,0,1
34.0,148.0,408,4223.0,0,0,0.0,208.4,120.0,35.43,174.4,99.0,14.82,310.7,105.0,13.98,11.2,4.0,3.02,1,0
1.0,85.0,408,3077.0,0,1,30.0,173.1,107.0,29.43,247.2,101.0,21.01,158.7,104.0,7.14,11.5,5.0,3.11,1,0
36.0,86.0,510,3640.0,1,0,0.0,162.4,131.0,27.61,167.0,102.0,14.2,128.9,118.0,5.8,11.4,2.0,3.08,2,1
25.0,78.0,415,4381.0,0,1,13.0,281.2,93.0,47.8,178.2,101.0,15.15,244.2,129.0,10.99,6.4,5.0,1.73,2,0
20.0,106.0,415,4308.0,0,0,0.0,208.3,89.0,35.41,169.4,67.0,14.4,102.0,90.0,4.59,15.9,4.0,4.29,3,0
29.0,147.0,415,3832.0,0,1,38.0,243.4,126.0,41.38,273.8,109.0,23.27,282.9,91.0,12.73,14.1,8.0,3.81,2,0
2.0,145.0,415,251.0,0,0,0.0,224.2,89.0,38.11,314.9,121.0,26.77,182.9,121.0,8.23,16.1,3.0,4.35,1,1
14.0,91.0,415,2385.0,0,0,0.0,189.3,100.0,32.18,239.3,107.0,20.34,89.7,89.0,4.04,9.9,3.0,2.67,3,0
15.0,81.0,408,1049.0,0,1,46.0,168.3,124.0,28.61,270.9,103.0,23.03,222.5,98.0,10.01,6.7,2.0,1.81,4,0
44.0,116.0,415,2740.0,0,1,24.0,232.9,90.0,39.59,152.1,94.0,12.93,344.3,82.0,15.49,10.7,6.0,2.89,1,0
18.0,69.0,415,4919.0,0,1,37.0,155.0,98.0,26.35,142.4,105.0,12.1,143.7,117.0,6.47,5.9,4.0,1.59,1,0
13.0,135.0,510,2769.0,0,0,0.0,154.4,130.0,26.25,203.8,90.0,17.32,158.7,59.0,7.14,11.8,3.0,3.19,0,0
17.0,73.0,510,2603.0,0,0,0.0,234.7,102.0,39.9,195.7,110.0,16.63,253.4,71.0,11.4,8.4,8.0,2.27,2,0
22.0,48.0,415,4205.0,0,0,0.0,240.0,88.0,40.8,141.0,117.0,11.99,128.9,137.0,5.8,7.1,9.0,1.92,1,0
30.0,125.0,415,1570.0,1,0,0.0,298.4,78.0,50.73,270.5,142.0,22.99,107.3,84.0,4.83,12.2,2.0,3.29,0,1
49.0,100.0,415,2799.0,0,0,0.0,166.0,102.0,28.22,236.1,97.0,20.07,134.3,93.0,6.04,10.9,4.0,2.94,1,0
37.0,165.0,415,4341.0,0,1,33.0,111.6,140.0,18.97,213.3,111.0,18.13,267.6,115.0,12.04,16.0,3.0,4.32,0,0
41.0,64.0,415,3559.0,0,0,0.0,174.5,98.0,29.67,180.2,103.0,15.32,179.0,89.0,8.06,10.7,2.0,2.89,2,0
20.0,116.0,510,3762.0,1,1,27.0,175.5,137.0,29.84,210.6,60.0,17.9,294.8,121.0,13.27,6.9,5.0,1.86,1,0
28.0,147.0,408,4322.0,1,1,35.0,157.5,109.0,26.78,189.6,67.0,16.12,227.0,76.0,10.22,11.1,2.0,3.0,3,1
42.0,115.0,415,2444.0,0,0,0.0,206.2,113.0,35.05,176.4,102.0,14.99,297.1,119.0,13.37,11.0,7.0,2.97,1,0
24.0,84.0,415,4188.0,0,1,35.0,207.5,138.0,35.28,201.0,116.0,17.09,164.5,107.0,7.4,7.5,16.0,2.03,4,0
14.0,86.0,510,795.0,0,1,16.0,144.8,105.0,24.62,206.2,111.0,17.53,255.4,117.0,11.49,11.6,2.0,3.13,4,0
44.0,134.0,415,4729.0,0,0,0.0,258.8,85.0,44.0,129.5,114.0,11.01,193.6,106.0,8.71,10.9,7.0,2.94,2,0
22.0,105.0,415,2535.0,0,0,0.0,226.9,106.0,38.57,182.2,77.0,15.49,203.9,107.0,9.18,11.6,2.0,3.13,0,1
2.0,88.0,408,1109.0,0,0,0.0,152.9,119.0,25.99,171.2,107.0,14.55,257.0,106.0,11.57,12.0,5.0,3.24,2,0
43.0,90.0,408,55.0,0,1,27.0,156.7,51.0,26.64,236.5,118.0,20.1,123.2,111.0,5.54,12.6,6.0,3.4,2,0
0.0,86.0,408,3222.0,0,0,0.0,150.8,85.0,25.64,295.9,88.0,25.15,247.2,104.0,11.12,12.5,1.0,3.38,1,0
42.0,37.0,415,4524.0,0,0,0.0,221.0,126.0,37.57,204.5,110.0,17.38,118.0,98.0,5.31,6.8,3.0,1.84,4,0
30.0,141.0,415,3918.0,0,1,32.0,322.4,92.0,54.81,283.2,107.0,24.07,209.5,111.0,9.43,6.7,3.0,1.81,1,1
32.0,148.0,408,1097.0,0,0,0.0,153.6,148.0,26.11,262.1,87.0,22.28,225.5,99.0,10.15,9.8,3.0,2.65,2,0
23.0,163.0,408,2292.0,0,1,22.0,215.1,91.0,36.57,138.9,102.0,11.81,146.2,109.0,6.58,12.4,2.0,3.35,2,0
12.0,89.0,415,2437.0,0,1,35.0,174.4,108.0,29.65,196.7,100.0,16.72,127.4,74.0,5.73,11.8,3.0,3.19,1,0
39.0,63.0,415,2275.0,0,0,0.0,180.5,126.0,30.69,230.0,98.0,19.55,232.5,73.0,10.46,10.6,3.0,2.86,0,0
1.0,102.0,415,506.0,0,0,0.0,123.1,106.0,20.93,182.0,102.0,15.47,244.6,75.0,11.01,12.6,7.0,3.4,2,0
27.0,76.0,510,4964.0,0,0,0.0,165.7,94.0,28.17,257.4,80.0,21.88,170.8,114.0,7.69,10.0,4.0,2.7,1,0
41.0,104.0,408,4139.0,0,0,0.0,200.2,92.0,34.03,118.7,87.0,10.09,236.6,65.0,10.65,6.0,6.0,1.62,2,0
26.0,109.0,510,4658.0,0,0,0.0,154.8,82.0,26.32,287.7,109.0,24.45,208.4,80.0,9.38,5.9,9.0,1.59,3,0
11.0,105.0,510,1948.0,0,0,0.0,125.4,116.0,21.32,261.5,95.0,22.23,241.6,104.0,10.87,11.4,9.0,3.08,2,0
26.0,63.0,415,1555.0,0,1,33.0,184.2,111.0,31.31,312.6,89.0,26.57,264.0,55.0,11.88,12.2,4.0,3.29,1,0
17.0,105.0,415,4045.0,0,1,24.0,274.7,99.0,46.7,193.5,118.0,16.45,299.6,109.0,13.48,10.8,3.0,2.92,3,0
7.0,68.0,415,3690.0,1,1,39.0,142.0,140.0,24.14,241.6,89.0,20.54,302.0,72.0,13.59,11.3,5.0,3.05,1,0
5.0,63.0,408,2657.0,1,1,21.0,151.5,99.0,25.76,147.8,89.0,12.56,210.4,114.0,9.47,10.0,4.0,2.7,1,0
22.0,74.0,415,3066.0,0,0,0.0,124.8,114.0,21.22,133.0,121.0,11.31,160.3,85.0,7.21,10.6,7.0,2.86,3,0
1.0,76.0,415,2107.0,0,0,0.0,179.2,85.0,30.46,222.9,66.0,18.95,188.2,113.0,8.47,12.4,2.0,3.35,0,0
16.0,91.0,408,2867.0,1,0,0.0,246.4,110.0,41.89,182.0,98.0,15.47,157.6,106.0,7.09,12.1,2.0,3.27,2,1
27.0,101.0,415,1408.0,0,0,0.0,232.7,114.0,39.56,186.4,123.0,15.84,153.3,122.0,6.9,11.5,6.0,3.11,5,0
40.0,116.0,408,2402.0,0,0,0.0,288.0,120.0,48.96,255.8,90.0,21.74,233.4,99.0,10.5,13.4,4.0,3.62,0,1
5.0,131.0,415,3663.0,0,1,23.0,170.8,145.0,29.04,236.7,93.0,20.12,294.5,100.0,13.25,12.7,1.0,3.43,1,0
23.0,84.0,415,305.0,0,0,0.0,216.1,114.0,36.74,197.5,107.0,16.79,217.8,104.0,9.8,9.8,3.0,2.65,1,0
50.0,104.0,415,1991.0,0,0,0.0,138.7,100.0,23.58,215.4,58.0,18.31,164.3,98.0,7.39,4.9,4.0,1.32,2,0
9.0,108.0,510,1966.0,0,0,0.0,210.7,112.0,35.82,238.7,73.0,20.29,253.6,90.0,11.41,9.2,5.0,2.48,3,0
34.0,111.0,415,2847.0,0,0,0.0,181.8,117.0,30.91,158.1,91.0,13.44,266.2,123.0,11.98,9.7,9.0,2.62,0,0
36.0,155.0,408,2100.0,0,1,30.0,61.6,103.0,10.47,255.1,110.0,21.68,225.9,96.0,10.17,12.4,5.0,3.35,1,0
21.0,66.0,510,4031.0,0,0,0.0,207.7,85.0,35.31,196.7,112.0,16.72,261.7,83.0,11.78,6.8,3.0,1.84,1,0
29.0,64.0,510,4623.0,0,0,0.0,219.2,73.0,37.26,167.0,65.0,14.2,161.4,119.0,7.26,10.0,5.0,2.7,1,0
35.0,69.0,415,2504.0,0,0,0.0,227.0,122.0,38.59,258.7,111.0,21.99,169.7,87.0,7.64,8.9,1.0,2.4,2,0
6.0,116.0,415,436.0,0,0,0.0,245.9,73.0,41.8,240.1,87.0,20.41,158.7,89.0,7.14,8.9,5.0,2.4,3,0
7.0,101.0,415,1803.0,0,0,0.0,257.3,84.0,43.74,184.8,115.0,15.71,108.9,109.0,4.9,13.5,7.0,3.65,0,0
36.0,15.0,415,4245.0,0,0,0.0,121.1,130.0,20.59,216.0,86.0,18.36,235.1,33.0,10.58,16.1,5.0,4.35,2,0
31.0,88.0,415,1060.0,0,0,0.0,301.5,136.0,51.26,257.7,72.0,21.9,132.9,118.0,5.98,13.4,2.0,3.62,4,1
12.0,197.0,415,2519.0,0,0,0.0,233.9,96.0,39.76,218.9,111.0,18.61,182.9,109.0,8.23,9.5,3.0,2.57,0,0
45.0,50.0,415,2834.0,1,0,0.0,99.6,108.0,16.93,308.7,102.0,26.24,161.2,62.0,7.25,13.7,6.0,3.7,2,1
45.0,172.0,510,4246.0,0,0,0.0,169.8,123.0,28.87,183.1,94.0,15.56,395.0,72.0,17.77,12.7,7.0,3.43,2,0
32.0,188.0,415,2204.0,1,1,26.0,198.8,115.0,33.8,166.6,67.0,14.16,198.5,118.0,8.93,14.4,3.0,3.89,1,1
9.0,85.0,408,1027.0,1,0,0.0,116.2,86.0,19.75,229.7,127.0,19.52,204.2,109.0,9.19,10.1,3.0,2.73,3,0
39.0,103.0,510,4905.0,1,0,0.0,255.9,128.0,43.5,140.9,92.0,11.98,308.9,130.0,13.9,12.1,2.0,3.27,1,1
31.0,136.0,408,3943.0,0,1,27.0,187.7,84.0,31.91,221.0,147.0,18.79,145.7,110.0,6.56,10.0,4.0,2.7,3,0
29.0,155.0,408,3328.0,0,1,21.0,195.9,91.0,33.3,213.9,84.0,18.18,88.2,111.0,3.97,8.6,4.0,2.32,0,0
49.0,145.0,415,2888.0,0,0,0.0,129.4,97.0,22.0,185.4,101.0,15.76,204.7,106.0,9.21,1.1,2.0,0.3,2,0
50.0,116.0,510,3377.0,0,1,12.0,221.0,108.0,37.57,151.0,118.0,12.84,179.0,80.0,8.06,9.0,6.0,2.43,2,0
40.0,152.0,408,3684.0,0,0,0.0,140.5,92.0,23.89,186.8,96.0,15.88,227.0,89.0,10.22,9.5,5.0,2.57,2,0
25.0,65.0,415,2924.0,1,0,0.0,277.9,123.0,47.24,155.8,112.0,13.24,256.9,71.0,11.56,9.2,10.0,2.48,0,1
28.0,180.0,415,2173.0,0,0,0.0,224.9,105.0,38.23,250.0,101.0,21.25,216.1,73.0,9.72,6.7,5.0,1.81,3,1
14.0,67.0,415,2185.0,0,0,0.0,109.1,117.0,18.55,217.4,124.0,18.48,188.4,141.0,8.48,12.8,6.0,3.46,0,0
37.0,60.0,415,2066.0,0,0,0.0,207.8,109.0,35.33,123.5,112.0,10.5,291.6,115.0,13.12,5.7,9.0,1.54,0,0
44.0,138.0,510,1389.0,0,0,0.0,205.9,96.0,35.0,257.1,94.0,21.85,209.0,63.0,9.4,12.1,8.0,3.27,0,0
12.0,44.0,415,1701.0,0,0,0.0,308.6,139.0,52.46,150.8,94.0,12.82,198.7,66.0,8.94,7.3,3.0,1.97,4,1
21.0,25.0,510,260.0,0,0,0.0,242.6,69.0,41.24,209.0,117.0,17.77,219.7,82.0,9.89,14.4,6.0,3.89,2,0
50.0,145.0,408,4104.0,0,0,0.0,229.6,82.0,39.03,138.1,103.0,11.74,250.8,109.0,11.29,3.3,3.0,0.89,1,0
48.0,122.0,510,607.0,0,1,28.0,166.0,62.0,28.22,233.9,88.0,19.88,170.1,84.0,7.65,7.7,3.0,2.08,2,0
40.0,121.0,415,4641.0,0,0,0.0,144.8,126.0,24.62,200.6,82.0,17.05,208.8,81.0,9.4,13.3,9.0,3.59,0,1
7.0,55.0,510,1425.0,1,0,0.0,106.1,77.0,18.04,123.5,100.0,10.5,96.4,92.0,4.34,12.9,3.0,3.48,0,0
6.0,77.0,415,783.0,0,0,0.0,221.8,84.0,37.71,166.0,125.0,14.11,210.2,72.0,9.46,13.2,4.0,3.56,1,0
37.0,12.0,415,2636.0,0,0,0.0,204.6,98.0,34.78,212.5,90.0,18.06,182.1,95.0,8.19,9.8,7.0,2.65,2,0
37.0,64.0,510,4218.0,0,0,0.0,213.5,93.0,36.3,166.6,114.0,14.16,122.0,78.0,5.49,14.1,3.0,3.81,3,0
33.0,92.0,415,4025.0,0,1,44.0,152.0,95.0,25.84,274.9,73.0,23.37,162.4,121.0,7.31,10.0,1.0,2.7,2,0
23.0,125.0,415,3312.0,1,1,29.0,260.8,81.0,44.34,163.7,112.0,13.91,271.7,117.0,12.23,17.0,6.0,4.59,1,1
36.0,160.0,408,1192.0,0,0,0.0,166.4,117.0,28.29,317.0,129.0,26.95,160.4,121.0,7.22,10.0,2.0,2.7,1,0
16.0,79.0,415,2920.0,0,0,0.0,177.9,83.0,30.24,167.3,84.0,14.22,223.7,142.0,10.07,15.2,8.0,4.1,0,0
39.0,36.0,415,2060.0,0,0,0.0,235.1,97.0,39.97,196.8,104.0,16.73,259.7,110.0,11.69,7.0,7.0,1.89,3,0
7.0,102.0,415,3953.0,0,0,0.0,186.8,92.0,31.76,173.7,123.0,14.76,250.9,131.0,11.29,9.7,4.0,2.62,2,0
14.0,138.0,408,4069.0,1,0,0.0,268.4,81.0,45.63,174.4,115.0,14.82,193.5,96.0,8.71,11.6,4.0,3.13,1,0
44.0,164.0,510,3642.0,0,0,0.0,192.1,95.0,32.66,249.8,94.0,21.23,132.6,100.0,5.97,7.3,3.0,1.97,3,0
23.0,125.0,415,829.0,0,0,0.0,240.7,82.0,40.92,269.4,85.0,22.9,187.1,74.0,8.42,10.1,3.0,2.73,0,1
48.0,72.0,408,2927.0,0,0,0.0,179.9,113.0,30.58,149.8,112.0,12.73,168.2,79.0,7.57,9.8,7.0,2.65,2,0
22.0,74.0,415,1695.0,0,0,0.0,314.1,86.0,53.4,222.4,99.0,18.9,259.0,121.0,11.66,12.3,5.0,3.32,3,1
22.0,134.0,415,2225.0,0,1,41.0,162.0,82.0,27.54,324.7,77.0,27.6,160.1,112.0,7.2,11.9,5.0,3.21,0,0
19.0,145.0,415,2812.0,0,0,0.0,175.8,89.0,29.89,274.3,119.0,23.32,226.6,69.0,10.2,12.4,4.0,3.35,1,0
1.0,136.0,510,1321.0,0,0,0.0,109.4,91.0,18.6,207.5,111.0,17.64,135.0,107.0,6.08,11.6,5.0,3.13,0,0
40.0,209.0,510,3189.0,0,0,0.0,255.1,124.0,43.37,230.6,110.0,19.6,218.0,69.0,9.81,8.5,5.0,2.3,3,1
48.0,66.0,415,1532.0,1,0,0.0,208.7,84.0,35.48,173.3,88.0,14.73,264.7,107.0,11.91,8.3,3.0,2.24,3,0
46.0,152.0,510,335.0,0,1,20.0,214.6,108.0,36.48,96.6,82.0,8.21,170.7,145.0,7.68,7.9,5.0,2.13,1,0
6.0,162.0,408,1875.0,0,0,0.0,49.2,121.0,8.36,143.9,136.0,12.23,203.0,97.0,9.14,12.1,13.0,3.27,1,0
37.0,72.0,510,961.0,0,0,0.0,141.3,133.0,24.02,134.9,96.0,11.47,227.5,97.0,10.24,11.2,3.0,3.02,2,0
11.0,101.0,415,3817.0,0,0,0.0,253.2,89.0,43.04,237.9,114.0,20.22,154.3,85.0,6.94,9.7,7.0,2.62,4,0
49.0,125.0,415,2815.0,0,0,0.0,206.0,128.0,35.02,198.1,71.0,16.84,135.9,116.0,6.12,13.2,3.0,3.56,0,0
39.0,46.0,408,4058.0,0,0,0.0,40.4,105.0,6.87,172.4,83.0,14.65,145.1,89.0,6.53,9.0,2.0,2.43,2,0
22.0,132.0,408,3223.0,0,0,0.0,291.2,104.0,49.5,234.2,132.0,19.91,191.7,87.0,8.63,8.9,3.0,2.4,1,1
21.0,193.0,415,3961.0,0,1,31.0,71.2,58.0,12.1,124.7,105.0,10.6,155.5,108.0,7.0,11.7,3.0,3.16,0,0
49.0,63.0,510,66.0,0,0,0.0,261.8,69.0,44.51,245.0,135.0,20.83,202.1,94.0,9.09,14.7,4.0,3.97,0,1
29.0,124.0,510,1711.0,0,0,0.0,191.3,134.0,32.52,261.5,113.0,22.23,182.3,111.0,8.2,10.0,3.0,2.7,1,0
7.0,144.0,415,491.0,0,0,0.0,133.3,101.0,22.66,255.5,127.0,21.72,228.6,68.0,10.29,11.6,2.0,3.13,0,0
30.0,116.0,408,2175.0,0,1,24.0,183.6,138.0,31.21,203.8,90.0,17.32,166.9,89.0,7.51,6.0,3.0,1.62,2,0
20.0,189.0,415,4409.0,0,1,30.0,155.2,116.0,26.38,195.5,50.0,16.62,170.1,108.0,7.65,15.4,6.0,4.16,1,0
30.0,97.0,408,4397.0,0,1,28.0,283.1,93.0,48.13,185.4,98.0,15.76,312.8,78.0,14.08,6.1,8.0,1.65,1,0
49.0,137.0,510,2523.0,0,1,50.0,186.5,94.0,31.71,178.0,106.0,15.13,215.6,100.0,9.7,12.1,4.0,3.27,2,0
14.0,142.0,415,349.0,0,1,38.0,163.3,104.0,27.76,136.0,114.0,11.56,249.1,127.0,11.21,4.3,6.0,1.16,0,0
36.0,84.0,510,2172.0,0,0,0.0,203.4,125.0,34.58,182.9,88.0,15.55,213.7,121.0,9.62,13.8,2.0,3.73,1,0
30.0,119.0,415,1678.0,0,1,19.0,178.1,110.0,30.28,212.8,100.0,18.09,226.3,123.0,10.18,10.0,6.0,2.7,1,0
22.0,158.0,415,1092.0,0,0,0.0,195.9,103.0,33.3,89.1,95.0,7.57,302.2,82.0,13.6,10.3,3.0,2.78,1,0
28.0,50.0,415,765.0,0,0,0.0,295.3,127.0,50.2,127.4,100.0,10.83,166.8,105.0,7.51,9.6,6.0,2.59,1,0
18.0,98.0,408,1339.0,0,0,0.0,136.1,82.0,23.14,156.3,118.0,13.29,158.8,83.0,7.15,10.1,5.0,2.73,2,0
11.0,101.0,415,3288.0,0,1,24.0,114.1,95.0,19.4,161.5,86.0,13.73,176.3,90.0,7.93,13.0,9.0,3.51,2,0
31.0,182.0,415,4820.0,0,0,0.0,279.1,124.0,47.45,180.5,108.0,15.34,217.5,104.0,9.79,9.5,11.0,2.57,2,1
49.0,51.0,408,3866.0,0,0,0.0,169.3,111.0,28.78,139.5,69.0,11.86,197.0,87.0,8.87,12.0,3.0,3.24,0,0
27.0,117.0,510,2538.0,0,0,0.0,214.4,94.0,36.45,138.0,149.0,11.73,148.7,102.0,6.69,9.9,1.0,2.67,2,0
38.0,92.0,415,4310.0,1,0,0.0,255.8,125.0,43.49,142.7,111.0,12.13,181.2,101.0,8.15,11.7,3.0,3.16,0,0
22.0,86.0,408,2200.0,0,0,0.0,148.2,71.0,25.19,285.1,91.0,24.23,166.4,155.0,7.49,6.2,3.0,1.67,2,0
50.0,122.0,415,1601.0,0,0,0.0,119.3,93.0,20.28,223.9,103.0,19.03,211.9,122.0,9.54,8.7,4.0,2.35,2,0
31.0,156.0,408,4108.0,0,1,27.0,192.3,137.0,32.69,199.9,115.0,16.99,244.2,112.0,10.99,14.8,8.0,4.0,1,0
31.0,127.0,510,4076.0,0,0,0.0,245.2,91.0,41.68,217.2,92.0,18.46,243.1,128.0,10.94,13.9,6.0,3.75,0,1
27.0,130.0,408,2951.0,1,0,0.0,216.2,106.0,36.75,363.7,86.0,30.91,126.7,123.0,5.7,16.9,2.0,4.56,5,1
32.0,158.0,408,2570.0,0,0,0.0,172.4,114.0,29.31,256.6,69.0,21.81,235.3,104.0,10.59,0.0,0.0,0.0,2,0
25.0,145.0,510,4103.0,1,1,30.0,175.3,107.0,29.8,153.3,116.0,13.03,233.6,85.0,10.51,11.1,3.0,3.0,1,0
